theme,name,confirmed,definition,unit,type,tsuga_metric_name,widget_suggestions,aggregation,post_function,group_by,required_context_fields,optional_context_fields,absence_means,cardinality_footguns,variants,citations
Throughput/Usage,NewFlowCount,true,New client-to-target flows and the primary demand denominator for rejection and reset ratios.,{flow},counter,aws_networkelb_new_flow_count,timeseries|query-value|top-list,sum,per-second,context.loadbalancer:20|context.availabilityzone:6,context.env|context.team|context.loadbalancer,context.cloud.region|context.cloud.account.id,"No recent traffic in the selected window or metric not ingested",Use load balancer or AZ splits only; target group is not present on the live metric,cloudwatch=NewFlowCount|tsuga=aws_networkelb_new_flow_count,https://docs.aws.amazon.com/elasticloadbalancing/latest/network/load-balancer-cloudwatch-metrics.html
Throughput/Usage,NewFlowCount_TCP,true,TCP-only new client-to-target flows for TCP listeners.,{flow},counter,aws_networkelb_new_flow_count_tcp,timeseries|query-value|top-list,sum,per-second,context.loadbalancer:20|context.availabilityzone:6,context.env|context.team|context.loadbalancer,context.cloud.region|context.cloud.account.id,"TCP listener not enabled, no TCP traffic, or metric not ingested",Protocol-specific metric; keep out of overview unless TCP detail is needed,live_catalog=aws_networkelb_new_flow_count_tcp,https://docs.aws.amazon.com/elasticloadbalancing/latest/network/load-balancer-cloudwatch-metrics.html
Throughput/Usage,ActiveFlowCount,true,Concurrent open client-to-target flows showing connection occupancy and long-lived load.,{flow},gauge,aws_networkelb_active_flow_count,timeseries|query-value|top-list,max,none,context.loadbalancer:20|context.availabilityzone:6,context.env|context.team|context.loadbalancer,context.cloud.region|context.cloud.account.id,"No matching traffic, no active flows, or ingestion gap",Do not sum widely across unrelated NLBs when the operational question is hotspot detection,cloudwatch=ActiveFlowCount|tsuga=aws_networkelb_active_flow_count,https://docs.aws.amazon.com/elasticloadbalancing/latest/network/load-balancer-cloudwatch-metrics.html
Throughput/Usage,ActiveFlowCount_TCP,true,Concurrent TCP flows for TCP listeners only.,{flow},gauge,aws_networkelb_active_flow_count_tcp,timeseries|query-value|max,none,context.loadbalancer:20|context.availabilityzone:6,context.env|context.team|context.loadbalancer,context.cloud.region|context.cloud.account.id,"TCP listener not enabled, no TCP traffic, or metric not ingested",Protocol-specific metric; exclude unless TCP-specific diagnostics are needed,cloudwatch=ActiveFlowCount_TCP|tsuga=aws_networkelb_active_flow_count_tcp,https://docs.aws.amazon.com/elasticloadbalancing/latest/network/load-balancer-cloudwatch-metrics.html
Throughput/Usage,ActiveFlowCount_TLS,false,Concurrent TLS flows for TLS listeners only.,{flow},gauge,aws_networkelb_active_flow_count_tls,timeseries|query-value|max,none,context.loadbalancer:20|context.availabilityzone:6,context.env|context.team|context.loadbalancer,context.cloud.region|context.cloud.account.id,"TLS listener not enabled in this environment or metric not ingested",Do not assume TLS listener telemetry exists from docs alone,cloudwatch=ActiveFlowCount_TLS|tsuga=aws_networkelb_active_flow_count_tls,https://docs.aws.amazon.com/elasticloadbalancing/latest/network/load-balancer-cloudwatch-metrics.html
Throughput/Usage,ActiveFlowCount_UDP,false,Concurrent UDP flows for UDP listeners only.,{flow},gauge,aws_networkelb_active_flow_count_udp,timeseries|query-value|max,none,context.loadbalancer:20|context.availabilityzone:6,context.env|context.team|context.loadbalancer,context.cloud.region|context.cloud.account.id,"UDP listener not enabled in this environment or metric not ingested",Do not assume UDP listener telemetry exists from docs alone,cloudwatch=ActiveFlowCount_UDP|tsuga=aws_networkelb_active_flow_count_udp,https://docs.aws.amazon.com/elasticloadbalancing/latest/network/load-balancer-cloudwatch-metrics.html
Throughput/Usage,ProcessedBytes,true,Total bytes processed by the NLB and the main throughput numerator for bytes-per-flow analysis.,By,counter,aws_networkelb_processed_bytes,timeseries|query-value|top-list,sum,per-second,context.loadbalancer:20|context.availabilityzone:6,context.env|context.team|context.loadbalancer,context.cloud.region|context.cloud.account.id,"No recent traffic or metric not ingested",Prefer load-balancer or AZ grouping; raw target-level byte groupings are unavailable in the live catalog,cloudwatch=ProcessedBytes|tsuga=aws_networkelb_processed_bytes,https://docs.aws.amazon.com/elasticloadbalancing/latest/network/load-balancer-cloudwatch-metrics.html
Throughput/Usage,ProcessedBytes_TCP,true,TCP-only processed bytes for TCP listeners.,By,counter,aws_networkelb_processed_bytes_tcp,timeseries|query-value|top-list,sum,per-second,context.loadbalancer:20|context.availabilityzone:6,context.env|context.team|context.loadbalancer,context.cloud.region|context.cloud.account.id,"TCP listener not enabled, no TCP traffic, or metric not ingested",Correlated with all-flow bytes in TCP-only environments; usually a protocol-specific diagnostic,live_catalog=aws_networkelb_processed_bytes_tcp,https://docs.aws.amazon.com/elasticloadbalancing/latest/network/load-balancer-cloudwatch-metrics.html
Throughput/Usage,ProcessedPackets,true,Total packets processed by the NLB and a packet-volume companion to byte throughput.,{packet},counter,aws_networkelb_processed_packets,timeseries|query-value|top-list,sum,per-second,context.loadbalancer:20|context.availabilityzone:6,context.env|context.team|context.loadbalancer,context.cloud.region|context.cloud.account.id,"No recent traffic or metric not ingested",Packet totals can be redundant when peak packet gauges already tell the story,live_catalog=aws_networkelb_processed_packets,https://docs.aws.amazon.com/elasticloadbalancing/latest/network/load-balancer-cloudwatch-metrics.html
Throughput/Usage,PeakBytesPerSecond,true,Burst bytes-per-second gauge for the period and a strong signal for short throughput spikes.,By/s,gauge,aws_networkelb_peak_bytes_per_second,timeseries|query-value|max,none,context.loadbalancer:20|context.availabilityzone:6,context.env|context.team|context.loadbalancer,context.cloud.region|context.cloud.account.id,"No traffic during the period or metric not ingested",Peak gauges are burst-sensitive and should be trended before alarming,cloudwatch=PeakBytesPerSecond|tsuga=aws_networkelb_peak_bytes_per_second,https://docs.aws.amazon.com/elasticloadbalancing/latest/network/load-balancer-cloudwatch-metrics.html
Throughput/Usage,PeakPacketsPerSecond,true,Burst packet-rate gauge for detecting packet-heavy or small-payload traffic spikes.,{packet}/s,gauge,aws_networkelb_peak_packets_per_second,timeseries|query-value|max,none,context.loadbalancer:20|context.availabilityzone:6,context.env|context.team|context.loadbalancer,context.cloud.region|context.cloud.account.id,"No traffic during the period or metric not ingested",Interpret with PeakBytesPerSecond to distinguish packet storms from large transfers,cloudwatch=PeakPacketsPerSecond|tsuga=aws_networkelb_peak_packets_per_second,https://docs.aws.amazon.com/elasticloadbalancing/latest/network/load-balancer-cloudwatch-metrics.html
